,English,Indonesian,ParseTree,Num_PPs,Complexity
2508,I'm tired of hearing that.,CC-BY 2.0 (France) Attribution: tatoeba.org #5740817 (CM) & #1104786 (Archangelix),(S (NP (PRP I)) (VP (VBP 'm) (ADJP (JJ tired) (PP (IN of) (S (VP (VBG hearing) (NP (DT that))))))) (. .)),1,simple
2509,I've got a plane to catch.,CC-BY 2.0 (France) Attribution: tatoeba.org #2359610 (CK) & #4733264 (Bilmanda),(S (NP (PRP I)) (VP (VBP 've) (VP (VBN got) (NP (NP (DT a) (NN plane)) (SBAR (S (VP (TO to) (VP (VB catch)))))))) (. .)),2,complex
2510,I've never been to Europe.,CC-BY 2.0 (France) Attribution: tatoeba.org #30012 (CK) & #11291069 (Pacific),(S (NP (PRP I)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN been) (PP (IN to) (NP (NNP Europe))))) (. .)),1,simple
2511,I've never been to Europe.,CC-BY 2.0 (France) Attribution: tatoeba.org #30012 (CK) & #11844845 (Pacific),(S (NP (PRP I)) (VP (VBP 've) (ADVP (RB never)) (VP (VBN been) (PP (IN to) (NP (NNP Europe))))) (. .)),1,simple
2512,"In case of fire, dial 119.",CC-BY 2.0 (France) Attribution: tatoeba.org #23815 (xtofu80) & #11227111 (Pi31415i),"(S (PP (IN In) (NP (NP (NN case)) (PP (IN of) (NP (NN fire))))) (, ,) (VP (VB dial) (NP (CD 119))) (. .))",2,simple
2513,Is it still far from here?,CC-BY 2.0 (France) Attribution: tatoeba.org #873609 (CM) & #4318712 (Bilmanda),(SQ (VBZ Is) (NP (PRP it)) (ADVP (RB still)) (ADVP (RB far) (PP (IN from) (ADVP (RB here)))) (. ?)),2,simple
2514,Is there an ATM near here?,CC-BY 2.0 (France) Attribution: tatoeba.org #6922493 (CK) & #13025350 (Bilmanda),(SQ (VBZ Is) (NP (EX there)) (NP (DT an) (NN ATM)) (PP (IN near) (ADVP (RB here))) (. ?)),1,simple
2515,Is this a sheep or a goat?,CC-BY 2.0 (France) Attribution: tatoeba.org #1635342 (Amastan) & #12212723 (Pacific),(SQ (VBZ Is) (NP (DT this)) (NP (NP (DT a) (NNS sheep)) (CC or) (NP (DT a) (NN goat))) (. ?)),2,simple
2516,Is this water OK to drink?,CC-BY 2.0 (France) Attribution: tatoeba.org #4016126 (CK) & #4731746 (Bilmanda),(SQ (VBZ Is) (NP (DT this) (NN water)) (ADJP (JJ OK) (S (VP (TO to) (VP (VB drink))))) (. ?)),1,simple
2517,It can be used as a knife.,CC-BY 2.0 (France) Attribution: tatoeba.org #36547 (CK) & #1509225 (menyo),(S (NP (PRP It)) (VP (MD can) (VP (VB be) (VP (VBN used) (PP (IN as) (NP (DT a) (NN knife)))))) (. .)),2,simple
2518,It depends on the context.,CC-BY 2.0 (France) Attribution: tatoeba.org #1333 (CK) & #3807655 (orion17),(S (NP (PRP It)) (VP (VBZ depends) (PP (IN on) (NP (DT the) (NN context)))) (. .)),1,simple
2519,It is best left untouched.,CC-BY 2.0 (France) Attribution: tatoeba.org #42309 (CM) & #3938942 (Bilmanda),(S (NP (PRP It)) (VP (VBZ is) (ADVP (RBS best)) (VP (VBN left) (S (ADJP (JJ untouched))))) (. .)),1,simple
2520,It is out of the question.,CC-BY 2.0 (France) Attribution: tatoeba.org #485096 (Scott) & #751417 (frogprincess),(S (NP (PRP It)) (VP (VBZ is) (PP (IN out) (PP (IN of) (NP (DT the) (NN question))))) (. .)),2,simple
2521,It rained a lot yesterday.,CC-BY 2.0 (France) Attribution: tatoeba.org #11190728 (CK) & #3654688 (orion17),(S (NP (PRP It)) (VP (VBD rained) (NP (DT a) (NN lot)) (NP (NN yesterday))) (. .)),1,simple
2522,It seems overpriced to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3147971 (CK) & #4062831 (Bilmanda),(S (NP (PRP It)) (VP (VBZ seems) (S (ADJP (VBN overpriced))) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
2523,It was Tom who woke me up.,CC-BY 2.0 (France) Attribution: tatoeba.org #11770225 (CK) & #11071652 (HAGNi),(S (NP (PRP It)) (VP (VBD was) (NP (NNP Tom)) (SBAR (WHNP (WP who)) (S (VP (VBD woke) (NP (PRP me)) (PRT (RP up)))))) (. .)),1,complex
2524,"It's OK to be scared, Tom.",CC-BY 2.0 (France) Attribution: tatoeba.org #3448973 (CK) & #4038610 (Bilmanda),"(S (S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ OK)) (S (VP (TO to) (VP (VB be) (VP (VBN scared))))))) (, ,) (NP (NNP Tom)) (. .))",1,simple
2525,"It's OK to be scared, Tom.",CC-BY 2.0 (France) Attribution: tatoeba.org #3448973 (CK) & #5405638 (deel),"(S (S (NP (NP (PRP It))) (VP (VBZ 's) (ADJP (JJ OK)) (S (VP (TO to) (VP (VB be) (VP (VBN scared))))))) (, ,) (NP (NNP Tom)) (. .))",1,simple
2526,It's been a difficult day.,CC-BY 2.0 (France) Attribution: tatoeba.org #4016520 (CK) & #7883130 (dbahasa),(S (NP (PRP It)) (VP (VBZ 's) (VP (VBN been) (NP (DT a) (JJ difficult) (NN day)))) (. .)),1,simple
2527,It's not going to be easy.,CC-BY 2.0 (France) Attribution: tatoeba.org #1894574 (CK) & #12941575 (HAGNi),(S (NP (PRP It)) (VP (VBZ 's) (RB not) (VP (VBG going) (S (VP (TO to) (VP (VB be) (ADJP (JJ easy))))))) (. .)),1,simple
2528,It's time to go to school.,CC-BY 2.0 (France) Attribution: tatoeba.org #21595 (CK) & #4390631 (Bilmanda),(S (NP (PRP It)) (VP (VBZ 's) (NP (NP (NN time)) (SBAR (S (VP (TO to) (VP (VB go) (PP (IN to) (NP (NN school))))))))) (. .)),2,complex
2529,"Last night, I read a book.",CC-BY 2.0 (France) Attribution: tatoeba.org #2744171 (CK) & #5132843 (nasirusman),"(S (NP (JJ Last) (NN night)) (, ,) (NP (PRP I)) (VP (VBD read) (NP (DT a) (NN book))) (. .))",1,simple
2530,Let me say goodbye to Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #3506493 (CK) & #3507366 (lewis),(S (VP (VB Let) (S (NP (PRP me)) (VP (VB say) (NP (UH goodbye)) (PP (IN to) (NP (NNP Tom)))))) (. .)),1,simple
2531,Let's begin with Lesson 3.,CC-BY 2.0 (France) Attribution: tatoeba.org #276017 (CK) & #10007613 (HAGNi),(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB begin) (PP (IN with) (NP (NNP Lesson) (CD 3)))))) (. .)),1,simple
2532,Let's get out of the rain.,CC-BY 2.0 (France) Attribution: tatoeba.org #26674 (CK) & #4410614 (Bilmanda),(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB get) (PP (IN out) (PP (IN of) (NP (DT the) (NN rain))))))) (. .)),2,simple
2533,Let's meet at the station.,CC-BY 2.0 (France) Attribution: tatoeba.org #5178590 (CK) & #10271622 (HAGNi),(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB meet) (PP (IN at) (NP (DT the) (NN station)))))) (. .)),1,simple
2534,Let's talk about your job.,CC-BY 2.0 (France) Attribution: tatoeba.org #2007489 (CK) & #5087966 (Bilmanda),(S (VP (VB Let) (S (NP (PRP 's)) (VP (VB talk) (PP (IN about) (NP (PRP$ your) (NN job)))))) (. .)),1,simple
2535,May I have a bus schedule?,CC-BY 2.0 (France) Attribution: tatoeba.org #35354 (CK) & #4453097 (Bilmanda),(SQ (MD May) (NP (PRP I)) (VP (VB have) (NP (DT a) (NN bus) (NN schedule))) (. ?)),1,simple
2536,Maybe Tom would like that.,CC-BY 2.0 (France) Attribution: tatoeba.org #3506782 (CK) & #3507311 (lewis),(S (ADVP (RB Maybe)) (NP (NNP Tom)) (VP (MD would) (VP (VB like) (NP (DT that)))) (. .)),1,simple
2537,My apartment is near here.,CC-BY 2.0 (France) Attribution: tatoeba.org #321476 (CK) & #5265494 (Bilmanda),(S (NP (PRP$ My) (NN apartment)) (VP (VBZ is) (PP (IN near) (ADVP (RB here)))) (. .)),1,simple
2538,My battery is running out.,CC-BY 2.0 (France) Attribution: tatoeba.org #3476162 (bandeirante) & #3478957 (lewis),(S (NP (PRP$ My) (NN battery)) (VP (VBZ is) (VP (VBG running) (PRT (RB out)))) (. .)),1,simple
2539,My father is a bank clerk.,CC-BY 2.0 (France) Attribution: tatoeba.org #251673 (CK) & #13031032 (Bilmanda),(S (NP (PRP$ My) (NN father)) (VP (VBZ is) (NP (DT a) (NN bank) (NN clerk))) (. .)),1,simple
2540,My home is in the country.,CC-BY 2.0 (France) Attribution: tatoeba.org #250524 (CK) & #331398 (umarsaid),(S (NP (PRP$ My) (NN home)) (VP (VBZ is) (PP (IN in) (NP (DT the) (NN country)))) (. .)),1,simple
2541,Nature is full of mystery.,CC-BY 2.0 (France) Attribution: tatoeba.org #1216239 (jared1981) & #1209979 (windra),(S (NP (NN Nature)) (VP (VBZ is) (ADJP (JJ full) (PP (IN of) (NP (NN mystery))))) (. .)),1,simple
2542,No one is waiting for you.,CC-BY 2.0 (France) Attribution: tatoeba.org #8920383 (CK) & #12117847 (HAGNi),(S (NP (DT No) (NN one)) (VP (VBZ is) (VP (VBG waiting) (PP (IN for) (NP (PRP you))))) (. .)),1,simple
2543,One of the guards is dead.,CC-BY 2.0 (France) Attribution: tatoeba.org #3168195 (CK) & #4788326 (Bilmanda),(S (NP (NP (CD One)) (PP (IN of) (NP (DT the) (NNS guards)))) (VP (VBZ is) (ADJP (JJ dead))) (. .)),1,simple
2544,One of the tires was flat.,CC-BY 2.0 (France) Attribution: tatoeba.org #9166558 (DJ_Saidez) & #11247322 (Pacific),(S (NP (NP (CD One)) (PP (IN of) (NP (DT the) (NNS tires)))) (VP (VBD was) (ADJP (JJ flat))) (. .)),1,simple
2545,Please add up the numbers.,CC-BY 2.0 (France) Attribution: tatoeba.org #271026 (CK) & #10732695 (HAGNi),(S (VB Please) (VP (VB add) (PRT (RP up)) (NP (DT the) (NNS numbers))) (. .)),1,simple
2546,Please fill out this form.,CC-BY 2.0 (France) Attribution: tatoeba.org #56538 (CK) & #11935739 (Pacific),(S (RB Please) (VP (VB fill) (PRT (RP out)) (NP (DT this) (NN form))) (. .)),1,simple
2547,Please turn off the light.,CC-BY 2.0 (France) Attribution: tatoeba.org #29826 (CK) & #4449357 (Bilmanda),(S (VB Please) (VP (VB turn) (PRT (RP off)) (NP (DT the) (NN light))) (. .)),1,simple
2548,Please turn off the radio.,CC-BY 2.0 (France) Attribution: tatoeba.org #1197303 (waeltken) & #4446250 (Bilmanda),(S (VB Please) (VP (VB turn) (PRT (RP off)) (NP (DT the) (NN radio))) (. .)),1,simple
2549,School begins at 8:10 a.m.,CC-BY 2.0 (France) Attribution: tatoeba.org #21523 (CK) & #4390624 (Bilmanda),(S (NP (NN School)) (VBZ begins) (PP (IN at) (CD 8:10)) (. a.m.)),1,simple
2550,School starts next Monday.,CC-BY 2.0 (France) Attribution: tatoeba.org #21522 (CK) & #1046605 (ajid),(S (NP (NN School)) (VP (VBZ starts) (NP (JJ next) (NNP Monday))) (. .)),1,simple
2551,She called me many a time.,CC-BY 2.0 (France) Attribution: tatoeba.org #312826 (CM) & #11980363 (Pacific),(S (NP (PRP She)) (VP (VBD called) (NP (PRP me)) (NP (JJ many) (DT a) (NN time))) (. .)),1,simple
2552,She has hundreds of books.,CC-BY 2.0 (France) Attribution: tatoeba.org #312832 (saeb) & #12765935 (HAGNi),(S (NP (PRP She)) (VP (VBZ has) (NP (NP (NNS hundreds)) (PP (IN of) (NP (NNS books))))) (. .)),1,simple
2553,She slept for a few hours.,CC-BY 2.0 (France) Attribution: tatoeba.org #1532049 (LittleBoy) & #12201785 (Pacific),(S (NP (PRP She)) (VP (VBD slept) (PP (IN for) (NP (DT a) (JJ few) (NNS hours)))) (. .)),2,simple
2554,She's pregnant with twins.,CC-BY 2.0 (France) Attribution: tatoeba.org #1855260 (Spamster) & #2767464 (deel),(S (NP (PRP She)) (VP (VBZ 's) (ADJP (JJ pregnant) (PP (IN with) (NP (NNS twins))))) (. .)),1,simple
2555,Some people never grow up.,CC-BY 2.0 (France) Attribution: tatoeba.org #3495024 (Hybrid) & #3495084 (lewis),(S (NP (DT Some) (NNS people)) (ADVP (RB never)) (VP (VBP grow) (PRT (RP up))) (. .)),1,simple
2556,Tell Tom I don't like him.,CC-BY 2.0 (France) Attribution: tatoeba.org #3200335 (CK) & #5177549 (Bilmanda),(S (VP (VB Tell) (NP (NNP Tom)) (SBAR (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB like) (NP (PRP him))))))) (. .)),1,complex
2557,Thank you for your answer.,CC-BY 2.0 (France) Attribution: tatoeba.org #7767521 (CK) & #3290582 (menyo),(S (VP (VB Thank) (NP (PRP you)) (PP (IN for) (NP (PRP$ your) (NN answer)))) (. .)),1,simple
2558,Thanks for the suggestion.,CC-BY 2.0 (France) Attribution: tatoeba.org #1227202 (CK) & #11970225 (Pacific),(NP (NP (NNS Thanks)) (PP (IN for) (NP (DT the) (NN suggestion))) (. .)),1,simple
2559,Thanks for your hard work.,CC-BY 2.0 (France) Attribution: tatoeba.org #690489 (notrwanda) & #4706110 (Bilmanda),(NP (NP (NNS Thanks)) (PP (IN for) (NP (PRP$ your) (JJ hard) (NN work))) (. .)),1,simple
2560,That is a reputable store.,CC-BY 2.0 (France) Attribution: tatoeba.org #44872 (CM) & #4515375 (Bilmanda),(S (NP (DT That)) (VP (VBZ is) (NP (DT a) (JJ reputable) (NN store))) (. .)),1,simple
2561,That's far more important.,CC-BY 2.0 (France) Attribution: tatoeba.org #11679871 (CK) & #11677574 (Pacific),(S (NP (DT That)) (VP (VBZ 's) (ADJP (ADVP (RB far) (RBR more)) (JJ important))) (. .)),1,simple
2562,The airport is over there.,CC-BY 2.0 (France) Attribution: tatoeba.org #403055 (Ramses) & #10644335 (HAGNi),(S (NP (DT The) (NN airport)) (VP (VBZ is) (ADVP (IN over) (RB there))) (. .)),1,simple
2563,The bus burst into flames.,CC-BY 2.0 (France) Attribution: tatoeba.org #4666199 (CK) & #11199170 (Pacific),(S (NP (DT The) (NN bus)) (VP (VBD burst) (PP (IN into) (NP (NNS flames)))) (. .)),1,simple
2564,The doctor gave it to her.,CC-BY 2.0 (France) Attribution: tatoeba.org #27921 (CK) & #5212264 (Bilmanda),(S (NP (DT The) (NN doctor)) (VP (VBD gave) (NP (PRP it)) (PP (IN to) (NP (PRP her)))) (. .)),1,simple
2565,The doll lay on the floor.,CC-BY 2.0 (France) Attribution: tatoeba.org #46001 (CM) & #10930540 (joses),(S (NP (DT The) (NN doll)) (VP (VBD lay) (PP (IN on) (NP (DT the) (NN floor)))) (. .)),1,simple
2566,The pain hasn't gone away.,CC-BY 2.0 (France) Attribution: tatoeba.org #5435624 (CK) & #7883143 (dbahasa),(S (NP (DT The) (NN pain)) (VP (VBZ has) (RB n't) (VP (VBN gone) (PRT (RB away)))) (. .)),1,simple
2567,The phone is out of order.,CC-BY 2.0 (France) Attribution: tatoeba.org #279247 (CK) & #4217216 (Bilmanda),(S (NP (DT The) (NN phone)) (VP (VBZ is) (PP (IN out) (PP (IN of) (NP (NN order))))) (. .)),2,simple
2568,The plane arrived on time.,CC-BY 2.0 (France) Attribution: tatoeba.org #318074 (CK) & #10200412 (HAGNi),(S (NP (DT The) (NN plane)) (VP (VBD arrived) (PP (IN on) (NP (NN time)))) (. .)),1,simple
2569,The show's about to start.,CC-BY 2.0 (France) Attribution: tatoeba.org #6862735 (Hybrid) & #10076830 (HAGNi),(S (NP (DT The) (NN show)) (VP (VBZ 's) (ADJP (JJ about) (S (VP (TO to) (VP (VB start)))))) (. .)),2,simple
2570,The station is pretty far.,CC-BY 2.0 (France) Attribution: tatoeba.org #25995 (CK) & #4141319 (Bilmanda),(S (NP (DT The) (NN station)) (VP (VBZ is) (ADVP (RB pretty) (RB far))) (. .)),1,simple
2571,The sun rises in the east.,CC-BY 2.0 (France) Attribution: tatoeba.org #6267360 (CK) & #12816297 (HAGNi),(S (NP (DT The) (NN sun)) (VP (VBZ rises) (PP (IN in) (NP (DT the) (NN east)))) (. .)),1,simple
2572,The train arrived on time.,CC-BY 2.0 (France) Attribution: tatoeba.org #43422 (CK) & #4733156 (Bilmanda),(S (NP (DT The) (NN train)) (VP (VBD arrived) (PP (IN on) (NP (NN time)))) (. .)),1,simple
2573,There's no room for doubt.,CC-BY 2.0 (France) Attribution: tatoeba.org #5739353 (CM) & #4381844 (Bilmanda),(S (NP (EX There)) (VP (VBZ 's) (NP (NP (DT no) (NN room)) (PP (IN for) (NP (NN doubt))))) (. .)),1,simple
2574,They don't want to change.,CC-BY 2.0 (France) Attribution: tatoeba.org #8897190 (CK) & #11470418 (Pacific),(S (NP (PRP They)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB change)))))) (. .)),1,simple
2575,They have plenty of money.,CC-BY 2.0 (France) Attribution: tatoeba.org #4493633 (CK) & #5087814 (Bilmanda),(S (NP (PRP They)) (VP (VBP have) (NP (NP (NN plenty)) (PP (IN of) (NP (NN money))))) (. .)),1,simple
2576,They were waiting for Tom.,CC-BY 2.0 (France) Attribution: tatoeba.org #3519673 (CK) & #3937246 (Bilmanda),(S (NP (PRP They)) (VP (VBD were) (VP (VBG waiting) (PP (IN for) (NP (NNP Tom))))) (. .)),1,simple
2577,This belongs to my father.,CC-BY 2.0 (France) Attribution: tatoeba.org #12747329 (CK) & #12747532 (HAGNi),(S (NP (DT This)) (VP (VBZ belongs) (PP (IN to) (NP (PRP$ my) (NN father)))) (. .)),1,simple
2578,This is a fantastic place.,CC-BY 2.0 (France) Attribution: tatoeba.org #4013788 (CK) & #4261504 (Bilmanda),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (JJ fantastic) (NN place))) (. .)),1,simple
2579,This is a serious mistake.,CC-BY 2.0 (France) Attribution: tatoeba.org #5079330 (CK) & #9677457 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (NP (DT a) (JJ serious) (NN mistake))) (. .)),1,simple
2580,This is just a hypothesis.,CC-BY 2.0 (France) Attribution: tatoeba.org #2110836 (CM) & #11677397 (dbahasa),(S (NP (DT This)) (VP (VBZ is) (NP (RB just) (DT a) (NN hypothesis))) (. .)),1,simple
2581,This isn't a real diamond.,CC-BY 2.0 (France) Attribution: tatoeba.org #4391122 (CK) & #12135752 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (RB n't) (NP (DT a) (JJ real) (NN diamond))) (. .)),1,simple
2582,This isn't a real diamond.,CC-BY 2.0 (France) Attribution: tatoeba.org #4391122 (CK) & #12135753 (HAGNi),(S (NP (DT This)) (VP (VBZ is) (RB n't) (NP (DT a) (JJ real) (NN diamond))) (. .)),1,simple
2583,Tom and Mary went outside.,CC-BY 2.0 (France) Attribution: tatoeba.org #1868465 (CK) & #11995494 (Pacific),(S (NP (NNP Tom) (CC and) (NNP Mary)) (VP (VBD went) (ADVP (RB outside))) (. .)),1,simple
2584,Tom appeared to be crying.,CC-BY 2.0 (France) Attribution: tatoeba.org #4529906 (CK) & #4766798 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD appeared) (S (VP (TO to) (VP (VB be) (VP (VBG crying)))))) (. .)),1,simple
2585,Tom arrived at about 2:30.,CC-BY 2.0 (France) Attribution: tatoeba.org #5938752 (CK) & #9934108 (HAGNi),(S (NP (NNP Tom)) (VP (VBD arrived) (PP (IN at) (NP (RB about) (CD 2:30)))) (. .)),2,simple
2586,Tom asked us to be silent.,CC-BY 2.0 (France) Attribution: tatoeba.org #2956060 (CK) & #3478842 (lewis),(S (NP (NNP Tom)) (VP (VBD asked) (NP (PRP us)) (S (VP (TO to) (VP (VB be) (ADJP (JJ silent)))))) (. .)),1,simple
2587,Tom bought Mary a new car.,CC-BY 2.0 (France) Attribution: tatoeba.org #7521424 (CK) & #12196640 (Pacific),(S (NP (NNP Tom)) (VP (VBD bought) (NP (NNP Mary)) (NP (DT a) (JJ new) (NN car))) (. .)),1,simple
2588,Tom clicked off the light.,CC-BY 2.0 (France) Attribution: tatoeba.org #2956286 (CK) & #4733148 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD clicked) (PRT (RP off)) (NP (DT the) (NN light))) (. .)),1,simple
2589,Tom clicked the light off.,CC-BY 2.0 (France) Attribution: tatoeba.org #2956291 (CK) & #4733148 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD clicked) (NP (DT the) (NN light)) (PRT (RP off))) (. .)),1,simple
2590,Tom didn't like it at all.,CC-BY 2.0 (France) Attribution: tatoeba.org #5609648 (CK) & #12557828 (HAGNi),(S (NP (NNP Tom)) (VP (VBD did) (RB n't) (VP (VB like) (NP (PRP it)) (ADVP (RB at) (RB all)))) (. .)),2,simple
2591,Tom doesn't like the idea.,CC-BY 2.0 (France) Attribution: tatoeba.org #3476872 (CK) & #3478197 (lewis),(S (NP (NNP Tom)) (VP (VBZ does) (RB n't) (VP (VB like) (NP (DT the) (NN idea)))) (. .)),1,simple
2592,Tom had a fight with Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #1028829 (CK) & #11211920 (Pacific),(S (NP (NNP Tom)) (VP (VBD had) (NP (NP (DT a) (NN fight)) (PP (IN with) (NP (NNP Mary))))) (. .)),2,simple
2593,Tom had to clean his room.,CC-BY 2.0 (France) Attribution: tatoeba.org #3410699 (CK) & #3478605 (lewis),(S (NP (NNP Tom)) (VP (VBD had) (S (VP (TO to) (VP (VB clean) (NP (PRP$ his) (NN room)))))) (. .)),1,simple
2594,Tom has a bad disposition.,CC-BY 2.0 (France) Attribution: tatoeba.org #2276343 (CK) & #3939335 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ has) (NP (DT a) (JJ bad) (NN disposition))) (. .)),1,simple
2595,Tom has plenty of friends.,CC-BY 2.0 (France) Attribution: tatoeba.org #12498371 (CK) & #12501139 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ has) (NP (NP (NN plenty)) (PP (IN of) (NP (NNS friends))))) (. .)),1,simple
2596,Tom invited me to a party.,CC-BY 2.0 (France) Attribution: tatoeba.org #3411047 (CK) & #12096675 (HAGNi),(S (NP (NNP Tom)) (VP (VBD invited) (NP (PRP me)) (PP (IN to) (NP (DT a) (NN party)))) (. .)),2,simple
2597,Tom is a lot better today.,CC-BY 2.0 (France) Attribution: tatoeba.org #3405368 (CK) & #3936340 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (ADJP (NP (DT a) (NN lot)) (JJR better)) (NP (NN today))) (. .)),1,simple
2598,Tom is first in his class.,CC-BY 2.0 (France) Attribution: tatoeba.org #37303 (CK) & #13047903 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (ADJP (JJ first)) (PP (IN in) (NP (PRP$ his) (NN class)))) (. .)),1,simple
2599,Tom is from a poor family.,CC-BY 2.0 (France) Attribution: tatoeba.org #10567274 (CK) & #10567282 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (PP (IN from) (NP (DT a) (JJ poor) (NN family)))) (. .)),2,simple
2600,Tom is growing a mustache.,CC-BY 2.0 (France) Attribution: tatoeba.org #37149 (CK) & #4454959 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG growing) (NP (DT a) (NN mustache)))) (. .)),1,simple
2601,Tom is here because of me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3618710 (CK) & #10701033 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (ADVP (RB here)) (PP (IN because) (IN of) (NP (PRP me)))) (. .)),1,simple
2602,Tom is here to protect me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3956443 (CK) & #4027253 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (ADVP (RB here)) (S (VP (TO to) (VP (VB protect) (NP (PRP me)))))) (. .)),1,simple
2603,Tom is not in his bedroom.,CC-BY 2.0 (France) Attribution: tatoeba.org #1548205 (Spamster) & #3935120 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (RB not) (PP (IN in) (NP (PRP$ his) (NN bedroom)))) (. .)),1,simple
2604,Tom is ready to come home.,CC-BY 2.0 (France) Attribution: tatoeba.org #5115864 (CK) & #10076779 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (ADJP (JJ ready) (S (VP (TO to) (VP (VB come) (ADVP (RB home))))))) (. .)),1,simple
2605,Tom is ready to come home.,CC-BY 2.0 (France) Attribution: tatoeba.org #5115864 (CK) & #10076780 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (ADJP (JJ ready) (S (VP (TO to) (VP (VB come) (ADVP (RB home))))))) (. .)),1,simple
2606,Tom is sitting on a chair.,CC-BY 2.0 (France) Attribution: tatoeba.org #3223001 (CK) & #3971347 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN chair))))) (. .)),2,simple
2607,Tom is unfit for that job.,CC-BY 2.0 (France) Attribution: tatoeba.org #1024792 (CK) & #8543121 (Jepang),(S (NP (NNP Tom)) (VP (VBZ is) (ADJP (JJ unfit) (PP (IN for) (NP (DT that) (NN job))))) (. .)),1,simple
2608,Tom isn't afraid of death.,CC-BY 2.0 (France) Attribution: tatoeba.org #1024661 (CK) & #3493918 (orion17),(S (NP (NNP Tom)) (VP (VBZ is) (RB n't) (ADJP (JJ afraid) (PP (IN of) (NP (NN death))))) (. .)),1,simple
2609,Tom isn't as rich as Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #3444503 (CK) & #4731611 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (RB n't) (ADJP (ADJP (RB as) (JJ rich)) (PP (IN as) (NP (NNP Mary))))) (. .)),2,simple
2610,Tom knows he's in trouble.,CC-BY 2.0 (France) Attribution: tatoeba.org #1994435 (CK) & #5199954 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ knows) (SBAR (S (NP (PRP he)) (VP (VBZ 's) (PP (IN in) (NP (NN trouble))))))) (. .)),1,complex
2611,Tom likes to travel alone.,CC-BY 2.0 (France) Attribution: tatoeba.org #2208481 (CK) & #5878952 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ likes) (S (VP (TO to) (VP (VB travel) (ADVP (RB alone)))))) (. .)),1,simple
2612,Tom may have already left.,CC-BY 2.0 (France) Attribution: tatoeba.org #3476687 (CK) & #3478943 (lewis),(S (NP (NNP Tom)) (VP (MD may) (VP (VB have) (ADVP (RB already)) (VP (VBN left)))) (. .)),1,simple
2613,Tom might be able to help.,CC-BY 2.0 (France) Attribution: tatoeba.org #2957490 (CK) & #7850535 (dbahasa),(S (NP (NNP Tom)) (VP (MD might) (VP (VB be) (ADJP (JJ able) (S (VP (TO to) (VP (VB help))))))) (. .)),1,simple
2614,Tom never arrives on time.,CC-BY 2.0 (France) Attribution: tatoeba.org #680253 (Source_VOA) & #751553 (frogprincess),(S (NP (NNP Tom)) (ADVP (RB never)) (VP (VBZ arrives) (PP (IN on) (NP (NN time)))) (. .)),1,simple
2615,Tom saw a lion at the zoo.,CC-BY 2.0 (France) Attribution: tatoeba.org #6982716 (aln) & #12582875 (HAGNi),(S (NP (NNP Tom)) (VP (VBD saw) (NP (DT a) (NN lion)) (PP (IN at) (NP (DT the) (NN zoo)))) (. .)),2,simple
2616,Tom thinks I'm a criminal.,CC-BY 2.0 (France) Attribution: tatoeba.org #11605197 (CK) & #11605181 (Pacific),(S (NP (NNP Tom)) (VP (VBZ thinks) (SBAR (S (NP (PRP I)) (VP (VBP 'm) (NP (DT a) (NN criminal)))))) (. .)),1,complex
